variable;frequency;categoria;pipeline_id;pipeline;n_steps;n_obs;ADF;KPSS;Phillips-Perron;DFGLS;n_stationary;is_stationary;applicable;cv_var;iqr_ratio
pim_bens_consumo;Monthly;Mensal;7;yeojohnson→diff;2;292;True;True;True;True;4;True;True;1.186850728223988;1.2110951244033459
pim_bens_consumo;Monthly;Anual;8;sdiff12;1;281;True;True;True;True;4;True;True;1.145553212325637;1.1429873104781143
pim_bens_consumo;Monthly;Anual;9;sdiff12→diff;2;280;True;True;True;False;3;True;True;1.1533292682815357;1.0658906106765318
pim_bens_consumo;Monthly;Anual;10;log→sdiff12;3;281;True;True;True;True;4;True;True;1.384612732880774;1.2318564314483638
pim_bens_consumo;Monthly;Anual;11;log→sdiff12→diff;4;280;True;True;True;False;3;True;True;1.412075013958255;0.8669054760103028
pim_bens_consumo;Monthly;Anual;12;boxcox→sdiff12→diff;3;280;True;True;True;True;4;True;True;1.0246886226924707;1.2051289619070678
pim_bens_consumo;Monthly;Mensal;13;mom_pct;1;292;True;True;True;True;4;True;True;1.5262948642536414;0.8819476929413884
pim_bens_consumo;Monthly;Anual;14;mom_pct_annual_rate;1;292;True;True;True;True;4;True;True;1.5262948642536414;0.8819476929413884
pim_bens_consumo;Monthly;Anual;15;yoy_pct_monthly;1;281;True;True;True;True;4;True;True;1.3248246634365315;1.2719549550195834
pim_bens_duraveis;Monthly;Mensal;0;nível;0;293;False;False;True;False;1;False;True;1.251987483136879;1.813389692162661
pim_bens_duraveis;Monthly;Mensal;1;diff;1;292;True;True;True;True;4;True;True;1.332147399471712;1.901886606341192
pim_bens_duraveis;Monthly;Mensal;2;log;1;293;True;False;True;False;2;False;True;2.197503639138378;1.8726172750419914
pim_bens_duraveis;Monthly;Mensal;3;log→diff;3;292;True;True;True;True;4;True;True;2.497827839300332;1.7083981609591992
pim_bens_duraveis;Monthly;Mensal;4;boxcox;1;293;False;False;True;False;1;False;True;1.1353958189108502;1.7509415268254165
pim_bens_duraveis;Monthly;Mensal;5;boxcox→diff;2;292;True;True;True;True;4;True;True;1.1566133724396903;2.029779025935317
pim_bens_duraveis;Monthly;Mensal;6;yeojohnson;1;293;False;False;True;False;1;False;True;1.1357844223674025;1.750922166725434
pim_bens_duraveis;Monthly;Mensal;7;yeojohnson→diff;2;292;True;True;True;True;4;True;True;1.1573711253094643;2.0297717496531797
pim_bens_duraveis;Monthly;Anual;8;sdiff12;1;281;True;True;True;True;4;True;True;1.1523458648214409;1.8887573873626318
pim_bens_duraveis;Monthly;Anual;9;sdiff12→diff;2;280;True;True;True;False;3;True;True;1.1992007285436967;1.2925322178377343
pim_bens_duraveis;Monthly;Anual;10;log→sdiff12;3;281;True;True;True;True;4;True;True;1.9449112842028207;1.7216901384852148
pim_bens_duraveis;Monthly;Anual;11;log→sdiff12→diff;4;280;True;True;True;False;3;True;True;2.135913014431786;1.2669737812237245
pim_bens_duraveis;Monthly;Anual;12;boxcox→sdiff12→diff;3;280;True;True;True;False;3;True;True;1.045068083450146;1.322437754294885
pim_bens_duraveis;Monthly;Mensal;13;mom_pct;1;292;True;True;True;True;4;True;True;2.2837773360803615;2.1531597878356625
pim_bens_duraveis;Monthly;Anual;14;mom_pct_annual_rate;1;292;True;True;True;True;4;True;True;2.2837773360803615;2.1531597878356625
pim_bens_duraveis;Monthly;Anual;15;yoy_pct_monthly;1;281;True;True;True;True;4;True;True;2.6232583134623186;1.8074875401067243
pim_bens_semi_e_nao_duraveis;Monthly;Mensal;0;nível;0;293;False;False;True;False;1;False;True;1.0671014046213512;1.3776807593386824
pim_bens_semi_e_nao_duraveis;Monthly;Mensal;1;diff;1;292;True;True;True;True;4;True;True;1.051373170859181;0.9559752903666628
pim_bens_semi_e_nao_duraveis;Monthly;Mensal;2;log;1;293;False;False;True;False;1;False;True;1.1847451540100655;1.2077991350845976
pim_bens_semi_e_nao_duraveis;Monthly;Mensal;3;log→diff;3;292;True;True;True;True;4;True;True;1.149097858608378;1.1307299216468674
pim_bens_semi_e_nao_duraveis;Monthly;Mensal;4;boxcox;1;293;False;False;True;False;1;False;True;0.925302263072332;1.2164608490445121
pim_bens_semi_e_nao_duraveis;Monthly;Mensal;5;boxcox→diff;2;292;True;True;True;True;4;True;True;0.9196505222301963;0.7361550410262478
pim_bens_semi_e_nao_duraveis;Monthly;Mensal;6;yeojohnson;1;293;False;False;True;False;1;False;True;0.9252792681880954;1.2163363506942273
pim_bens_semi_e_nao_duraveis;Monthly;Mensal;7;yeojohnson→diff;2;292;True;True;True;True;4;True;True;0.9195930747922227;0.7358508806866563
pim_bens_semi_e_nao_duraveis;Monthly;Anual;8;sdiff12;1;281;True;True;True;True;4;True;True;0.8848519350153645;0.9769668000894002
pim_bens_semi_e_nao_duraveis;Monthly;Anual;9;sdiff12→diff;2;280;True;True;True;False;3;True;True;0.857051727214432;0.533015492035786
pim_bens_semi_e_nao_duraveis;Monthly;Anual;10;log→sdiff12;3;281;True;True;True;True;4;True;True;1.0062918318971068;0.9798727670309678
pim_bens_semi_e_nao_duraveis;Monthly;Anual;11;log→sdiff12→diff;4;280;True;True;True;False;3;True;True;0.967203501843963;0.603641590611945
pim_bens_semi_e_nao_duraveis;Monthly;Anual;12;boxcox→sdiff12→diff;3;280;True;True;True;False;3;True;True;0.7132090367380503;0.5882336352553945
pim_bens_semi_e_nao_duraveis;Monthly;Mensal;13;mom_pct;1;292;True;True;True;True;4;True;True;1.1351659787915238;1.1176285628895215
pim_bens_semi_e_nao_duraveis;Monthly;Anual;14;mom_pct_annual_rate;1;292;True;True;True;True;4;True;True;1.1351659787915238;1.1176285628895215
pim_bens_semi_e_nao_duraveis;Monthly;Anual;15;yoy_pct_monthly;1;281;True;True;True;True;4;True;True;0.9399876630347459;0.9603218284902513
pim_insumo_constr_civil;Monthly;Mensal;0;nível;0;173;False;False;False;False;0;False;True;1.1025831912311526;4.263936690333548
pim_insumo_constr_civil;Monthly;Mensal;1;diff;1;172;True;True;True;True;4;True;True;0.9399268091964649;1.273140929670662
pim_insumo_constr_civil;Monthly;Mensal;2;log;1;173;False;False;False;False;0;False;True;1.2348440727505372;3.737205356995542
pim_insumo_constr_civil;Monthly;Mensal;3;log→diff;3;172;True;True;True;True;4;True;True;1.2932370612957906;2.5769105713112204
pim_insumo_constr_civil;Monthly;Mensal;4;boxcox;1;173;True;False;False;False;1;False;True;1.4943469916603536;2.4350078698315136
pim_insumo_constr_civil;Monthly;Mensal;5;boxcox→diff;2;172;True;True;True;True;4;True;True;1.6561446462128229;4.042114928816891
pim_insumo_constr_civil;Monthly;Mensal;6;yeojohnson;1;173;True;False;False;False;1;False;True;1.4943500513479282;2.4330865102396895
pim_insumo_constr_civil;Monthly;Mensal;7;yeojohnson→diff;2;172;True;True;True;True;4;True;True;1.6558703701870177;4.045223305519269
pim_insumo_constr_civil;Monthly;Anual;8;sdiff12;1;161;False;True;True;False;2;False;True;1.0857395382119388;0.9009743521273008
pim_insumo_constr_civil;Monthly;Anual;9;sdiff12→diff;2;160;True;True;True;False;3;True;True;0.7356928106828867;1.1337800061772711
pim_insumo_constr_civil;Monthly;Anual;10;log→sdiff12;3;161;False;True;True;False;2;False;True;1.2669617597094633;0.9829437819737203
pim_insumo_constr_civil;Monthly;Anual;11;log→sdiff12→diff;4;160;True;True;True;False;3;True;True;1.0306839370806375;1.6354357607695484
pim_insumo_constr_civil;Monthly;Anual;12;boxcox→sdiff12→diff;3;160;True;True;True;False;3;True;True;1.3422693647873438;3.3419594251564604
pim_insumo_constr_civil;Monthly;Mensal;13;mom_pct;1;172;True;True;True;True;4;True;True;1.242830843489609;2.610416737206887
pim_insumo_constr_civil;Monthly;Anual;14;mom_pct_annual_rate;1;172;True;True;True;True;4;True;True;1.242830843489609;2.610416737206887
pim_insumo_constr_civil;Monthly;Anual;15;yoy_pct_monthly;1;161;False;True;True;True;3;True;True;1.4432652040772371;0.8553671520382208
cons_energ_comercial;Monthly;Mensal;0;nível;0;365;False;False;False;False;0;False;True;1.135759462851856;1.574107523823663
cons_energ_comercial;Monthly;Mensal;1;diff;1;364;True;True;True;False;3;True;True;1.1219733599373267;1.1418898201193148
cons_energ_comercial;Monthly;Mensal;2;log;1;365;False;False;False;False;0;False;True;1.0038726545990995;0.8739315493062088
cons_energ_comercial;Monthly;Mensal;3;log→diff;3;364;True;True;True;False;3;True;True;0.9234138452849399;0.892829859752857
cons_energ_comercial;Monthly;Mensal;4;boxcox;1;365;False;False;False;False;0;False;True;1.0664857140654205;1.2866921869948804
cons_energ_comercial;Monthly;Mensal;5;boxcox→diff;2;364;True;True;True;False;3;True;True;1.0662295391723622;1.075325089450665
cons_energ_comercial;Monthly;Mensal;6;yeojohnson;1;365;False;False;False;False;0;False;True;1.0665065943313123;1.286776123804278
cons_energ_comercial;Monthly;Mensal;7;yeojohnson→diff;2;364;True;True;True;False;3;True;True;1.066248569747633;1.0754716186242634
cons_energ_comercial;Monthly;Anual;8;sdiff12;1;353;True;True;True;True;4;True;True;1.4989126969615676;1.9353437692538764
cons_energ_comercial;Monthly;Anual;9;sdiff12→diff;2;352;True;True;True;False;3;True;True;0.8352282990087023;0.8267549744934365
cons_energ_comercial;Monthly;Anual;10;log→sdiff12;3;353;True;True;True;False;3;True;True;1.6277882796825998;1.2604073415925832
cons_energ_comercial;Monthly;Anual;11;log→sdiff12→diff;4;352;True;True;True;False;3;True;True;0.7010258442117288;1.244985906387315
cons_energ_comercial;Monthly;Anual;12;boxcox→sdiff12→diff;3;352;True;True;True;True;4;True;True;0.7724690453610352;0.7338640279358672
cons_energ_comercial;Monthly;Mensal;13;mom_pct;1;364;True;True;True;False;3;True;True;0.8602257687434878;0.834692871517345
cons_energ_comercial;Monthly;Anual;14;mom_pct_annual_rate;1;364;True;True;True;False;3;True;True;0.8602257687434878;0.834692871517345
cons_energ_comercial;Monthly;Anual;15;yoy_pct_monthly;1;353;True;True;True;False;3;True;True;1.5532572398035347;1.1917744348810118
cons_energ_residencial;Monthly;Mensal;0;nível;0;365;False;False;False;False;0;False;True;1.143676150743114;1.1462379600209442
cons_energ_residencial;Monthly;Mensal;1;diff;1;364;True;True;True;False;3;True;True;0.8962792362699166;1.9478736180684764
cons_energ_residencial;Monthly;Mensal;2;log;1;365;False;False;False;False;0;False;True;1.620854587034456;0.9714423420785829
cons_energ_residencial;Monthly;Mensal;3;log→diff;3;364;True;True;True;False;3;True;True;0.6171739962923364;0.9085980887184923
cons_energ_residencial;Monthly;Mensal;4;boxcox;1;365;False;False;False;False;0;False;True;1.697925262443725;0.9421241693185457
cons_energ_residencial;Monthly;Mensal;5;boxcox→diff;2;364;True;True;True;False;3;True;True;0.6379890777271042;0.7948486804222747
cons_energ_residencial;Monthly;Mensal;6;yeojohnson;1;365;False;False;False;False;0;False;True;1.6978902529712259;0.9421464379204778
cons_energ_residencial;Monthly;Mensal;7;yeojohnson→diff;2;364;True;True;True;False;3;True;True;0.6379737564657326;0.7948711808778566
cons_energ_residencial;Monthly;Anual;8;sdiff12;1;353;True;True;True;True;4;True;True;1.4142615293938228;1.7153205221490193
cons_energ_residencial;Monthly;Anual;9;sdiff12→diff;2;352;True;True;True;False;3;True;True;0.6554775504703915;1.4664897959300767
cons_energ_residencial;Monthly;Anual;10;log→sdiff12;3;353;True;True;True;False;3;True;True;2.2453506675564965;1.236790279749657
cons_energ_residencial;Monthly;Anual;11;log→sdiff12→diff;4;352;True;True;True;False;3;True;True;0.49324047887824946;0.6520869974996975
cons_energ_residencial;Monthly;Anual;12;boxcox→sdiff12→diff;3;352;True;True;True;False;3;True;True;0.5302599691362299;0.5594898400507011
cons_energ_residencial;Monthly;Mensal;13;mom_pct;1;364;True;True;True;False;3;True;True;0.5878496637184768;0.9198318836380965
cons_energ_residencial;Monthly;Anual;14;mom_pct_annual_rate;1;364;True;True;True;False;3;True;True;0.5878496637184768;0.9198318836380965
cons_energ_residencial;Monthly;Anual;15;yoy_pct_monthly;1;353;True;True;True;False;3;True;True;2.0944997787821302;1.174866764700032
cons_energ_industrial;Monthly;Mensal;0;nível;0;365;False;False;False;False;0;False;True;1.1684880308915029;3.0673189819715994
cons_energ_industrial;Monthly;Mensal;1;diff;1;364;True;True;True;True;4;True;True;1.0316755686721844;1.7334180407227209
cons_energ_industrial;Monthly;Mensal;2;log;1;365;False;False;False;False;0;False;True;1.260313646762158;3.0840516037349173
cons_energ_industrial;Monthly;Mensal;3;log→diff;3;364;True;True;True;True;4;True;True;1.0745747493226911;1.2030425971234453
cons_energ_industrial;Monthly;Mensal;4;boxcox;1;365;False;False;False;False;0;False;True;1.1334103139830718;2.241118414261515
cons_energ_industrial;Monthly;Mensal;5;boxcox→diff;2;364;True;True;True;True;4;True;True;1.058721327228585;0.9832274209601538
cons_energ_industrial;Monthly;Mensal;6;yeojohnson;1;365;False;False;False;False;0;False;True;1.133409012606822;2.2411126602224685
cons_energ_industrial;Monthly;Mensal;7;yeojohnson→diff;2;364;True;True;True;True;4;True;True;1.0587193681486304;0.9832309605349592
cons_energ_industrial;Monthly;Anual;8;sdiff12;1;353;True;True;True;True;4;True;True;1.0724073437362835;3.995190960807662
cons_energ_industrial;Monthly;Anual;9;sdiff12→diff;2;352;True;True;True;True;4;True;True;0.8282370195558315;1.2292884645895799
cons_energ_industrial;Monthly;Anual;10;log→sdiff12;3;353;True;True;True;True;4;True;True;1.131434152586883;4.928053351029813
cons_energ_industrial;Monthly;Anual;11;log→sdiff12→diff;4;352;True;True;True;True;4;True;True;0.8570804334867133;1.3757694133754874
cons_energ_industrial;Monthly;Anual;12;boxcox→sdiff12→diff;3;352;True;True;True;True;4;True;True;0.882769734566355;1.12160446888312
cons_energ_industrial;Monthly;Mensal;13;mom_pct;1;364;True;True;True;True;4;True;True;1.0164152475653554;1.2872842792269519
cons_energ_industrial;Monthly;Anual;14;mom_pct_annual_rate;1;364;True;True;True;True;4;True;True;1.0164152475653554;1.2872842792269519
cons_energ_industrial;Monthly;Anual;15;yoy_pct_monthly;1;353;True;True;True;True;4;True;True;1.122956205766002;5.33058295433518
cons_energ_outros;Monthly;Mensal;0;nível;0;365;False;False;False;False;0;False;True;0.6929772106167712;1.221541813837011
cons_energ_outros;Monthly;Mensal;1;diff;1;364;True;True;True;False;3;True;True;0.7333469639729838;1.403533426114133
cons_energ_outros;Monthly;Mensal;2;log;1;365;False;False;False;False;0;False;True;1.0719244234364511;0.7995671833989657
cons_energ_outros;Monthly;Mensal;3;log→diff;3;364;True;True;True;False;3;True;True;0.6126874692140382;0.8404685740683998
cons_energ_outros;Monthly;Mensal;4;boxcox;1;365;False;False;False;False;0;False;True;0.7210725619528308;1.1300415118952662
cons_energ_outros;Monthly;Mensal;5;boxcox→diff;2;364;True;True;True;False;3;True;True;0.6824628224608872;1.4040672253344504
cons_energ_outros;Monthly;Mensal;6;yeojohnson;1;365;False;False;False;False;0;False;True;0.7210527231698662;1.1301732756324117
cons_energ_outros;Monthly;Mensal;7;yeojohnson→diff;2;364;True;True;True;False;3;True;True;0.6824878675721102;1.404229569980154
cons_energ_outros;Monthly;Anual;8;sdiff12;1;353;True;True;True;True;4;True;True;1.0842698940266853;2.004130557704368
cons_energ_outros;Monthly;Anual;9;sdiff12→diff;2;352;True;True;True;False;3;True;True;0.5607923434883516;0.916391813796247
cons_energ_outros;Monthly;Anual;10;log→sdiff12;3;353;True;True;True;True;4;True;True;1.7553253809867593;1.2005465987201311
cons_energ_outros;Monthly;Anual;11;log→sdiff12→diff;4;352;True;True;True;False;3;True;True;0.5781610711197731;0.5093989185303336
cons_energ_outros;Monthly;Anual;12;boxcox→sdiff12→diff;3;352;True;True;True;False;3;True;True;0.5125180785567569;0.9002611468978574
cons_energ_outros;Monthly;Mensal;13;mom_pct;1;364;True;True;True;False;3;True;True;0.6041318476323487;0.8146495547492435
cons_energ_outros;Monthly;Anual;14;mom_pct_annual_rate;1;364;True;True;True;False;3;True;True;0.6041318476323487;0.8146495547492435
cons_energ_outros;Monthly;Anual;15;yoy_pct_monthly;1;353;True;True;True;True;4;True;True;1.7131852101103482;1.136374837219658
pmc_combustiveis;Monthly;Mensal;0;nível;0;316;False;True;False;True;2;False;True;1.1028228346550366;1.205940328971725
pmc_combustiveis;Monthly;Mensal;1;diff;1;315;True;True;True;True;4;True;True;0.8306826684240349;1.0887544875293433
pmc_combustiveis;Monthly;Mensal;2;log;1;316;False;False;False;True;1;False;True;1.1376748237080294;1.1547431229339395
pmc_combustiveis;Monthly;Mensal;3;log→diff;3;315;True;True;True;True;4;True;True;1.012296727028224;0.9589804668745432
pmc_combustiveis;Monthly;Mensal;4;boxcox;1;316;False;False;False;True;1;False;True;1.1649211913850637;1.2359767096265257
pmc_combustiveis;Monthly;Mensal;5;boxcox→diff;2;315;True;True;True;True;4;True;True;1.1228724311267737;1.0473193977435138
pmc_combustiveis;Monthly;Mensal;6;yeojohnson;1;316;False;False;False;True;1;False;True;1.1649134695428875;1.235896511247919
pmc_combustiveis;Monthly;Mensal;7;yeojohnson→diff;2;315;True;True;True;True;4;True;True;1.1225913191539132;1.0476004993883485
pmc_combustiveis;Monthly;Anual;8;sdiff12;1;304;False;True;True;False;2;False;True;1.0161880960874843;0.9482532790005499
pmc_combustiveis;Monthly;Anual;9;sdiff12→diff;2;303;True;True;True;True;4;True;True;0.7064817094513596;0.9507439957297016
pmc_combustiveis;Monthly;Anual;10;log→sdiff12;3;304;False;True;True;False;2;False;True;1.0588526159637948;1.0662780074959948
pmc_combustiveis;Monthly;Anual;11;log→sdiff12→diff;4;303;True;True;True;True;4;True;True;0.866694000334735;1.0198400897564373
pmc_combustiveis;Monthly;Anual;12;boxcox→sdiff12→diff;3;303;True;True;True;True;4;True;True;0.9663692341403102;1.19289500440988
pmc_combustiveis;Monthly;Mensal;13;mom_pct;1;315;True;True;True;True;4;True;True;0.9696618856629698;0.9536700831944007
pmc_combustiveis;Monthly;Anual;14;mom_pct_annual_rate;1;315;True;True;True;True;4;True;True;0.9696618856629698;0.9536700831944007
pmc_combustiveis;Monthly;Anual;15;yoy_pct_monthly;1;304;False;True;True;False;2;False;True;1.1901772810303461;1.0430111314933612
pmc_hiper_supermercados;Monthly;Mensal;0;nível;0;316;False;False;False;False;0;False;True;0.7416450794237505;1.3123626064251452
pmc_hiper_supermercados;Monthly;Mensal;1;diff;1;315;True;True;True;True;4;True;True;1.4382553312889863;1.5543925501772775
